Name	WT_1_log2.cpm.	WT_2_log2.cpm.	DKO_1_log2.cpm.	DKO_2_log2.cpm.
Casp7	23.49041018	24.93326655	17.44812372	19.41365696
Ddost	280.916976	300.6622646	234.265387	226.5993637
Marveld2	10.81528666	12.91521719	4.860147168	9.176856194
Nrip1	34.58321287	40.50421101	29.96071192	27.74200203
Pdzd2	11.88442337	12.05032373	7.552739353	9.60642742
Gadd45b	39.15161732	45.31761402	30.48441594	34.36814309
Bri3	40.81422053	37.89669158	31.45025915	30.2948362
Itgb2	643.5908478	686.9208191	552.9479986	486.400196
Zfp770	14.36016081	16.66789486	10.89806428	11.94222707
Mdn1	32	37.01402188	49.04383873	41.55643529
Plk3	8.333947432	9.031715238	6.000155957	6.611602545
Hlcs	41.99076015	41.35529058	28.86001211	35.06597653
Tmem41b	28.24649588	31.06030303	19.95944915	24.57296432
Elk3	76.90470717	67.22845082	89.69775674	91.51903913
Cyfip1	128.8903104	130.7801706	158.4627572	166.4563388
Gm16026	5.613886904	5.676493425	6.825808785	9.801482655
Rtcb	251.6020732	237.8651326	296.5229584	323.1365202
Tbc1d9b	59.09646789	59.13744464	41.38396582	49.97033553
Pdk1	41.49886575	36.68198994	29.24260641	31.45025915
Ttyh3	110.9680081	105.7123411	92.09174912	80.05946113
Pitpnm2	28.30529393	24.33566005	21.69062923	14.57071734
Srcap	53.74281555	47.66967882	70.27794008	60.50573547
Camk2d	180.5181389	185.0793337	220.0976605	240.6845958
Traf3ip2	20.53481436	21.70566924	26.7970076	27.74200203
Ighv6-6	33.19743797	58.56634676	82.02546715	68.40358344
Jak1	510.9364321	480.0364014	636.4926305	614.3853478
Prkd3	77.17170097	90.44695321	106.5952987	104.6914635
Asxl2	39.01616301	45.47494538	53.92939709	54.45527869
Chchd1	52.23699495	49.8665331	41.38396582	39.36932303
Ly86	525.6650474	497.9993331	392.8950006	417.8959596
Pttg1ip	104.1125374	96.26904009	75.21768502	84.44850629
Lonrf1	6.921093525	7.433285394	5.035028694	5.362850366
Dip2a	5.44148341	7.802843692	4.275223965	4.639598618
Comtd1	7.988917329	6.37312077	5.551970876	4.278188352
Mtap	47.96798726	46.07780219	37.8704327	36.65657274
Zc3h12d	109.7441327	91.51903913	174.9743938	116.9704256
Dhrs7b	16.84209848	18.55839447	13.41709095	13.28752039
Pik3r2	38.21322199	33.89498671	44.17015531	48.20129493
Zyx	99.52589259	94.41865325	83.57502637	67.97818794
Faim3	1153.65809	940.3147902	669.9919726	869.4745564
Bdh1	14.87687908	16.39290917	25.51015925	18.39191757
Hyou1	199.3279209	220.0976605	163.0307168	170.1897098
Ankrd28	25.21132435	24.33566005	32.58192639	30.63268666
Eif4ebp1	22.42443919	20.87927916	14.48010341	17.76542134
Zmat3	26.8341819	26.39147356	32.24492033	35.75318842
Rock2	47.5706555	53.03967389	59.34275497	70.52192742
Tmem156	14.12324794	16.03330568	9.653151358	12.14255402
Irf7	31.45025915	31.66901301	12.03363001	24.08394796
St13	173.8862444	172.9246828	143.1119169	134.6434277
Tjp2	13.29673379	13.68003485	17.44812372	18.06343048
Bbc3	6.680703355	5.045509635	7.310651602	10.3316588
Tmem71	37.19405144	44.01733818	49.2141066	56.53216329
Irf2bp1	44.44656434	41.90353354	31.23301634	36.05181531
Uevld	6.959578822	10.09101927	4.860147168	6.381961918
Uxs1	23.83483941	26.22734744	18.93521635	19.60296531
1110007C09Rik	13.56671943	13.64215827	10.54874892	9.835510938
Fkbp4	128.8010014	131.2342064	107.8587942	101.2655746
Ehd4	97.47767934	92.53966685	73.16085347	79.78247643
2610035D17Rik	21.08287923	14.73321116	13.823011	9.740528149
Tgif1	29.69195125	49.41920852	23.24744079	27.74200203
Fkbp11	11.47164198	14.17228031	9.343739157	9.343739157
Cd320	7.647562541	7.802843692	6.138984384	4.934828679
Eef2k	32.76310081	27.60772303	16.38155041	24.96785537
Rad18	22.14639546	23.67020015	28.52193587	30.19002403
Litaf	77.97825688	89.75995204	71.75462899	52.45469489
Dctn5	39.75322502	35.16333496	29.52775976	29.14143467
Nkiras2	43.50170374	38.80041021	32.92245465	31.71294602
Rab35	115.9211498	120.2589119	168.6630338	135.7680309
Stx6	47.83517596	46.62397164	63.2502817	56.33657687
Pglyrp2	12.12573253	9.063071082	7.690087427	7.270224932
Slc31a2	12.4321163	15.49789103	9.480742168	10.72570073
Polm	56.0250451	39.6706464	60.75789574	72.15362638
Ctse	46.07780219	41.18365591	49.694008	73.1101598
Xist	3.375263185	5.942211683	9.447941291	6.381961918
Zfpm1	9.781122222	7.732848777	12.71976402	11.55143356
Umps	48.60389407	52.45469489	42.78401585	35.13897004
Ighv1-50	39.53339639	51.55355463	55.10074805	69.35846188
Bfsp2	28.28568099	23.10286713	32.11109595	35.2121155
Rmi2	10.12605275	10.85283462	18.68747831	12.20161323
Vwa5a	49.59077958	50.42264871	62.20678323	62.50934585
Cirbp	89.01644619	53.6683638	98.5647583	129.6070153
Polr3c	70.52192742	68.87936799	87.36599794	84.38999133
Rusc1	36.47914473	35.65419683	42.19499566	50.49259781
Lrrc8c	92.47554547	97.81609733	117.7024059	117.1326935
Rab2b	22.53350763	23.23133248	29.1818613	29.04061297
Alg8	21.60060776	24.82978734	19.13311675	15.23164654
Ankrd12	18.22693404	17.82709841	22.45554762	24.21786869
mt-Nd1	2326.587934	2652.248062	2890.292927	3691.521895
Kif21b	122.6157079	123.4685676	151.376768	153.3835547
Hspa13	60.08779183	77.01139366	49.41920852	55.21544605
Psd3	9.337264815	10.75547995	6.759891075	7.862564788
Atpif1	50.14381996	51.48213574	39.34204375	41.67181407
Slamf6	103.3933795	111.1219491	131.7811307	134.4569016
Abhd4	34.13074499	31.6909719	26.06424202	25.92011116
Lpl	84.62429473	57.80009665	10.68859263	35.65419683
Rnf157	58.04098105	58.20212812	49.7629463	40.42007238
Dgat1	8.91972975	7.835362381	6.1731207	6.117745112
Fam219a	9.883349097	7.933733846	6.89714836	5.75573432
Ifi44	7.988917329	5.708058023	1.654046737	4.639598618
Tmem115	39.94657756	47.40607354	32.6497491	35.26096371
Tyms	27.24651865	30.54787245	24.45402433	17.66718155
Aicda	4.064280572	5.411392924	9.415253898	5.692253845
Lamc1	31.27634453	37.84419201	44.35423634	44.53908454
Txnl4a	27.89626367	27.37904082	22.13105006	21.21481216
Ostc	147.5438524	152.2185107	125.1921246	115.8408272
Tmem135	56.14166712	61.6915077	47.50475426	46.30191635
Cyp51	56.49299176	66.67157946	51.26847217	43.95635947
5031414D18Rik	103.2501452	100.2876399	117.7840193	138.2369997
Dis3l2	24.82978734	21.24424253	31.40669004	28.42325747
Dnm3	18.7393629	18.94834579	10.10501809	15.79066473
Hmgn5	21.90214101	22.83223209	16.51837657	18.00093576
Lats2	49.04383873	56.96484693	38.66617099	43.89546523
Slc36a1	19.42711815	18.45576968	15.13692235	13.78473856
Zcchc3	3.858392738	3.983399012	5.58671413	5.2634181
Calcoco1	47.5706555	47.66967882	59.26054544	59.26054544
Osgepl1	11.12705577	10.02131551	13.75610378	14.34026719
Tank	95.53781653	98.70149283	117.7840193	121.1793448
Fam101b	14.98035596	18.32828637	32.20025035	19.27955704
Ccnt2	35.38338091	39.64315833	44.50822309	51.62507259
Plekhg2	41.1266028	41.78751319	66.07350627	46.59166557
Herc4	82.94022179	84.09802414	68.21419111	67.93108537
Etfdh	43.53186728	44.35423634	36.20206281	33.89498671
Ralgapa1	38.05462768	44.56996738	54.53082208	50.80857158
Eva1b	10.09101927	7.802843692	6.311574727	6.516060505
Mcoln1	19.5351442	17.86420739	14.34026719	14.28075154
Pde7a	99.388016	86.46234141	71.95385112	76.90470717
Vim	538.573711	533.003058	640.0318989	701.3544857
Klhdc1	6.750526369	6.439729101	9.727034265	8.259188284
Cep120	57.04387174	61.9056851	69.84088813	79.06679278
Dedd2	24.00062383	29.67137749	18.37917368	21.78102586
Ncf4	159.2334916	156.8237225	190.282622	201.411186
Commd8	77.01139366	74.80174391	63.2502817	59.9629726
1700020I14Rik	186.1084822	198.5006608	234.590373	243.5374787
Zfp677	8.473746677	9.126109727	10.34599146	14.70260614
Rab1	194.6852804	213.1905973	167.2659525	160.4522266
Ankhd1	78.52063854	79.50645003	95.27329633	97.88392178
Atg4c	16.4954931	18.81746	11.6237204	14.48010341
Mga	76.85141936	93.50684023	100.4267645	118.1929358
Pgrmc1	65.43542596	61.39290364	41.47011089	54.98628832
Depdc5	36.8859631	35.8773145	46.88322799	44.1089649
Gss	11.9174197	11.01960037	9.069355302	8.061230083
Cyth1	184.822937	159.3439021	215.8671642	216.1666272
Adat2	6.717851944	6.471050787	8.51496146	9.176856194
Aifm2	3.650261954	4.714157631	5.00024921	7.895332367
Uhmk1	274.7546333	312.1293041	363.0438491	373.7681947
Ighv1-54	21.66058046	21.24424253	24.03391883	38.31931855
Nr3c1	136.0506463	156.4979555	106.1529019	123.8972194
Repin1	9.195958784	9.031715238	6.620774529	7.007986521
Igkv6-32	202.8121116	143.509258	377.1514076	215.5681161
Slc35b1	58.32328196	62.5960623	48.60389407	48.6375954
Bid	68.97492128	60.84218248	81.00842201	79.8377966
Gas5	152.4296767	148.570101	169.9539403	218.4258811
Tmco1	93.96164071	97.81609733	71.357838	82.82532189
Tpst2	84.80044909	79.78247643	64.31128451	69.26237725
Atp6v1b2	159.5649529	156.4979555	128	128.622569
Ctsa	463.363309	442.029854	390.9932795	313.8649242
Tlr2	48.94196089	51.55355463	27.34111171	42.9325512
Pik3cg	116.9704256	122.8709454	96.53632491	98.97553119
Mfsd12	7.889861636	7.003130638	5.517443687	5.460374872
Erlin1	27.0395643	30.10643544	22.34685652	22.53350763
Kdelr2	73.46575449	85.86510239	62.37949638	65.20903658
Slc28a2	104.4015991	97.27519081	118.9325663	130.6895521
Nudt18	28.8400148	27.78048728	34.41582049	36.58042673
Cnnm2	6.821079134	5.609997003	4.103912581	4.770035489
Phlpp2	31.49388871	30.37894787	37.79176517	39.50600342
Hgsnat	70.71772703	64.4451552	44.7247031	58.76967439
Lrrc59	119.5939004	140.9461246	109.6680902	95.8694998
Man1a	877.3447217	879.1710069	1015.517932	1216.061098
Ptplb	22.45554762	21.61558535	16.03330568	18.02590766
Galns	45.63282296	38.77352513	60.04615658	49.4877656
Zfp213	6.475537732	6.408559021	3.171136546	5.3294993
Manf	200.8535291	231.360698	168.3126733	176.8031294
Plekhb2	169.3659443	169.3659443	131.8725061	142.4192154
Ralgapa2	15.26335281	13.64215827	21.14141449	17.3757097
Tap1	485.3898061	481.3691917	602.5762495	594.2804042
Trerf1	10.02131551	9.693381283	12.27796877	13.85178505
Vps26a	87.54785945	87.73009952	73.46575449	69.98626928
Wtap	139.2950325	145.7144357	113.142724	118.1929358
Cep83os	21.66058046	15.60568738	24.38631729	26.35491255
Ighv1-53	321.7954239	137.758736	423.1425629	554.867695
Pnpt1	27.00210548	28.09029752	22.34685652	21.12676546
Srm	56.92537559	59.83841266	50.2481996	41.35529058
Appl2	12.81711804	11.2511456	7.516181994	9.869657358
Sqstm1	346.5692874	341.3244613	255.6453545	293.2525819
Panx1	65.39008529	65.84490931	83.74899657	77.27875786
Gcsam	10.16120786	11.75334907	21.79612855	12.4062913
Ext1	15.87846999	15.30573053	8.790833741	13.1592011
Mgrn1	88.0957185	83.40141756	98.49646209	114.0086913
Cyld	175.460199	188.7064598	227.3860597	222.7065223
Ighv1-42	27.76123799	103.3217375	327.8745245	154.2364563
Oas1a	16.56423878	16.26839477	21.79612855	20.39297004
Dnajc27	16.98277134	14.24121173	20.96629446	19.93179865
Eogt	22.39337385	23.07086194	17.41187907	18.16387363
Gpcpd1	144.107339	108.9860746	157.1501675	173.0445866
Sertad3	22.86390624	20.18203854	29.5892249	25.95606898
Igkv4-69	2.789487333	9.855984588	15.13692235	17.96354275
Tcirg1	45.53803076	38.39908424	32.37930243	33.68419695
Pan2	25.90215093	25.59872411	34.27298634	30.65392698
Zeb2	154.1295848	172.9246828	199.7428429	206.5002904
Ost4	78.46623104	76.26768477	62.46603269	64.13322273
Ddi2	75.89852796	97.14043219	108.5337555	111.6624263
Mapk8	28.72032162	30.90996253	23.96737495	23.36051217
Gmpr2	33.45152321	29.14143467	25.83043438	23.05487598
Maml2	21.60060776	20.35060811	10.41073484	17.63048185
Pydc3	16.87715707	19.82157916	11.41611605	15.29512508
Hn1l	41.58525	45.63282296	34.27298634	35.53084268
Crtc2	60.29640153	51.7684063	68.26148997	71.85417101
D17Wsu104e	67.55543793	64.4451552	56.88593159	48.16789592
Cd55	151.4817308	148.8793653	80.05946113	128.4443838
Bcl2l11	48.06783766	59.7969502	82.94022179	62.07756226
Vps37c	17.91380622	15.57326999	12.99603834	12.53595499
Pink1	100.2876399	93.05424111	65.93625303	85.15385863
Fcho1	76.42644397	64.1776919	92.28344777	83.92332891
Napg	45.03578801	44.01733818	34.82375813	36.83486372
Atp11c	51.7684063	55.40714019	41.52764054	44.56996738
Syne2	9.679952714	10.38910882	6.584162762	8.190775203
Impact	20.93724914	21.48116004	15.72512958	17.26765178
Pgm2l1	10.09101927	12.01695942	8.586082291	7.862564788
Dpy19l1	28.70042111	31.66901301	23.34432551	24.43707997
Lat2	273.6143338	250.0373834	310.4032817	343.2224234
AI413582	31.93352701	27.51220756	23.96737495	22.59607047
Sh3pxd2a	54.37983994	53.3715868	45.4119474	41.21221214
Ddx60	5.787739543	7.765075758	8.55044793	10.62948651
Map4k1	333.143515	288.0149721	397.8277216	380.565244
Unc119b	174.006815	170.8989828	209.0928617	214.5247065
Mafg	20.39297004	25.35151395	17.31559431	17.56948502
mt-Nd5	1358.689424	1773.028486	1840.650499	2425.388261
Oas1c	9.0254571	7.270224932	11.37661928	10.62948651
Snx5	987.0641231	901.3852299	764.83249	755.8729757
Tmem59	207.5046707	203.9398646	148.8793653	178.6509778
Hdac9	42.16575846	44.1089649	49.04383873	61.5633571
Snx9	105.6390923	113.6142512	92.98976317	86.04383963
Stk10	177.2940119	155.5247094	135.0172566	133.4356174
Insig1	49.55641778	54.19169999	44.26210013	37.79176517
Rhob	61.13810793	52.20079957	41.75855833	47.43894431
Tubgcp6	23.0389011	22.30043582	28.48242346	28.46268779
Kctd3	23.36051217	25.26380437	27.89626367	35.4324667
Nxpe3	127.8226773	148.1587478	163.1437603	183.8008974
Uvssa	6.096579321	5.743778042	7.066520412	9.376178269
Agtrap	37.50471308	37.03968694	27.6843741	31.62514085
Arl2bp	116.6465639	109.2129406	140.6533398	136.5229799
Slc35g1	5.130146411	5.112397453	4.275223965	2.566851795
Bri3bp	73.31314547	72.80673458	90.19652833	87.24496687
Hcst	18.15128776	17.23178202	11.96708607	14.77411697
Sec24d	40.36407708	49.62516521	31.31973281	37.79176517
H1f0	23.63740902	24.62411552	19.68466152	18.25221945
2410127L17Rik	14.08414422	14.86657079	11.79415374	10.23188465
Gm15326	6.130479841	5.08060393	6.89714836	8.687854851
Igkv8-24	126.5882773	219.7927517	537.454942	242.8631847
Vps54	37.71326105	41.99076015	46.81827906	53.6683638
Eml6	5.787739543	4.979496942	6.342273093	9.081936817
9930104L06Rik	6.543216468	6.607021319	8.415214234	9.012953828
Ago4	12.64066099	12.31205776	6.620774529	10.56338273
Trim7	10.85283462	8.89503326	11.58350538	16.31356293
AA474331	6.959578822	5.80783312	10.27452647	7.663481746
Aste1	5.336892679	6.143241079	7.170133597	8.456144324
Nnt	25.93808384	25.68759644	19.17294434	21.45140147
Otub1	75.26984002	70.71772703	98.70149283	82.94022179
Gtpbp1	82.94022179	83.57502637	102.9642715	98.83841704
Cep164	23.36051217	20.2521055	26.24553316	29.77438905
Miip	17.25568691	14.34026719	21.85664411	19.57580866
Ero1lb	148.1587478	182.9112499	193.340491	235.4048118
Zfp292	46.33402152	54.11662639	58.85120295	68.4984767
Ripk3	36.98837461	37.58278308	32.55935015	21.6455717
Pycrl	22.59607047	23.67020015	19.06692119	17.13649317
Atp6v1e1	90.88687095	98.49646209	77.97825688	77.7084726
Prune	25.97406659	24.62411552	18.79139154	20.95176677
Rpl15	69.02274763	61.47807129	56.0250451	47.47183788
Helz	45.95022434	48.23471711	59.50751633	56.68912122
Aida	97.95179327	96.60326199	123.2120887	114.0086913
Socs7	36.37814314	38.90813706	49.55641778	44.38499101
Phc3	54.64433372	70.27794008	73.1101598	90.57242626
Ncoa3	141.7298668	160.1189223	183.1649946	189.8873515
Trim12c	39.58823932	44.17015531	53.3715868	50.80857158
Slc38a7	35.50622311	30.00227509	25.03717702	26.57504077
1110008F13Rik	37.60884251	38.16028391	31.75693999	29.24260641
Dnajb5	23.31198582	20.2521055	28.4429658	26.94601452
Irgq	49.694008	46.49488159	56.14166712	63.6902222
Chst3	339.9078805	242.1907576	398.6558418	374.0273609
I830012O16Rik	7.095970441	7.071420249	4.380209883	5.856342784
Pdcd11	48.5702161	35.18771678	59.67273513	51.87616767
N4bp2	61.18050033	69.4546798	85.62736351	76.26768477
Ldlrad4	5.063026376	5.311060634	3.310387264	4.178543051
Tshz1	14.71280074	15.43357095	19.41365696	19.11985928
C4b	8.162437274	15.60568738	17.06537249	22.06977475
Polr2a	352.8717192	338.2626318	428.1581568	420.5110788
Ccdc25	44.56996738	44.60087164	55.86992583	53.78008014
Chst10	32.20025035	28.28568099	39.45127441	36.47914473
Tmtc3	5.44148341	9.659844732	2.620786808	5.396410137
4932438A13Rik	40.75767921	40.33610853	52.20079957	48.00124766
Spsb2	11.12705577	9.855984588	7.552739353	8.293608808
Rb1	52.05626868	46.55938188	62.07756226	59.92142384
Pan3	25.93808384	25.00249217	33.66085693	30.12731087
Zfp369	5.544279543	5.609997003	8.207825163	6.844760205
Hint3	22.42443919	18.75235654	24.82978734	28.46268779
Rabl6	50.59770346	46.72102434	39.89123822	38.88117734
Uap1	63.51387998	59.30163596	70.22924401	81.79835924
Rnf114	183.4190912	183.4190912	221.4749928	226.285448
Spg21	123.5541792	114.9609437	96.67024548	99.4569304
Cit	12.78163066	8.864258783	15.38017485	14.54044986
Ctss	1503.386251	1468.370174	1121.33373	1271.221751
Fig4	79.7271946	73.21158229	92.7965973	92.92532991
Ppp6r2	13.98685793	14.17228031	17.33961547	18.77837085
Asb1	27.89626367	30.97430486	34.48746064	39.7807894
Hdac4	10.12605275	10.89051293	13.16832552	14.18210719
Chst12	59.09646789	61.64876122	70.57082644	76.90470717
Hivep1	35.72841478	33.84803084	41.61408469	44.41576701
Caskin2	5.234312286	5.344296314	7.066520412	6.974065916
Iscu	53.78008014	47.9347499	40.89917962	41.15511947
Scml4	47.9347499	49.59077958	54.4930373	70.22924401
4933421O10Rik	6.439729101	5.278031643	7.652865265	8.128561144
Ccdc126	7.23503502	7.966798025	5.72390608	5.72390608
Ggct	26.63035951	26.59346757	31.75693999	34.32053174
Mybl1	8.5741877	9.958993883	12.31205776	12.04197398
Atrx	84.50706182	82.59599939	103.8242759	98.15569022
Plekha1	13.33365131	13.93846707	17.96354275	17.00633079
Tuba1c	91.64599944	86.28273483	79.1216167	61.13810793
3110056K07Rik	5.098242509	6.471050787	4.343927425	4.047412804
Cox20	11.63984547	12.91521719	9.553305497	9.279197236
Plcb3	9.22788484	9.330794958	6.413002635	7.568461174
Rapgef6	104.3292585	114.5632091	134.2706339	133.0661677
Zfp398	8.91972975	8.99423139	11.06552503	12.3376866
Agap2	41.29799969	40.16870372	52.27321543	48.16789592
Cobll1	39.36932303	39.75322502	44.1089649	57.64006271
Focad	13.08643294	13.87100102	18.54553523	16.31356293
Cgrrf1	21.42168411	19.98713801	14.96997597	17.24373032
Gpx7	5.303703041	4.880402041	8.139837537	6.02098699
Rrp1b	19.25284842	19.68466152	27.7227794	22.5022912
Cyth3	10.64423233	12.94210157	9.376178269	8.293608808
Rpl24	38.58585049	39.72567973	46.62397164	49.694008
Stat1	284.4438345	306.9798179	338.0282473	402.2643285
RP23-76P9.1	6.648366893	4.383247066	6.484520959	11.84330638
Atr	35.13897004	33.66085693	46.98082035	39.42393835
Dnajb2	15.18947394	13.74657208	9.51365692	12.14255402
Zfp518b	6.198847448	6.241963841	9.208715931	7.500568772
Macf1	90.25906947	86.10350135	106.3001631	106.226507
Diras2	41.41266094	48.97589663	50.3877105	70.76676181
Il4ra	267.4267553	259.3937664	326.2875206	317.3651712
Fam3c	155.3092557	137.663282	167.6141342	199.4661324
Myo5a	114.3252291	124.5861599	135.1108759	163.5967185
Gng5	90.8238948	91.07606152	74.74991326	76.37348755
Dopey1	20.5633014	20.30833418	23.44161399	29.14143467
Sertad2	44.7867477	57.44064324	59.05551953	75.84593734
Irak3	28.62095686	28.34456061	33.10552261	37.92296867
Igkv3-7	14.57071734	75.37425853	138.7169238	200.2974161
Ino80d	41.29799969	52.20079957	61.05341124	57.68002961
Kptn	22.14639546	20.18203854	30.14820076	24.40322645
Ubr5	135.3921233	146.0177556	172.5654697	170.3077173
Arpc5l	248.1381931	219.6404558	301.0793601	277.2416117
Edem1	381.0931853	444.4877965	514.8470172	509.5217776
Cep192	48.53656145	58.00076405	70.71772703	62.81338009
Dennd5b	64.66889258	77.38596325	91.13921252	84.62429473
Mrpl38	30.04389591	29.65081798	25.47481916	22.06977475
Armc3	5.336892679	5.676493425	3.826432632	4.343927425
Cyba	474.4130877	414.4344149	343.936877	372.475055
Oosp1	5.856342784	9.031715238	8.82746992	15.85647301
Rftn2	9.126109727	8.100438459	5.860403498	7.007986521
1110051M20Rik	13.98685793	11.88442337	17.52083953	16.08896929
H2-Ob	841.6053118	764.3025322	910.1749055	1119.004405
Cd72	731.1380376	628.6006702	879.7806131	812.9371453
Gtpbp2	29.5892249	25.4219008	34.32053174	34.41582049
Mre11a	37.92296867	32.2225776	45.63282296	42.16575846
Stard3nl	29.44600482	27.22763934	19.95944915	24.36941984
Tmem120a	24.96785537	23.83483941	19.8903947	19.01412968
Akap11	49.45347518	52.6368044	59.87990386	65.25425171
Man1a2	92.09174912	105.6390923	112.8294602	133.4356174
Tmem9	27.45505697	23.70303677	30.21095741	34.41582049
Akt2	201.2716268	184.9510909	275.1357883	215.2694823
Wsb2	60.63168452	56.49299176	51.23294788	41.93258892
3110043O21Rik	20.04263102	19.18623862	11.96708607	17.04173125
2810403D21Rik	4.098227292	4.050219229	5.274374458	5.6255728
Ranbp10	23.18307447	26.98339553	29.96071192	33.26654193
Igkv9-124	33.91848907	17.06537249	40.11305665	43.1712811
Rpia	90.13403052	87.24496687	76.00381863	71.01244621
Snx29	17.8394595	16.5298302	24.45402433	19.97328878
Hivep2	34.20179172	34.65520146	37.8704327	51.48213574
Prr14l	14.87687908	16.83042847	20.93724914	19.5351442
Capza2	370.1586674	368.6224175	311.2650965	294.6789098
Foxo1	220.2502734	235.7313785	279.3635525	276.0909905
Setx	108.0084219	117.0515315	133.7133776	139.8755506
Kdm3b	97.81609733	97.68058937	115.3600592	120.0091003
Nfkbie	160.0079747	141.7298668	187.0136805	182.152123
Rab37	11.29803524	9.727034265	8.173760662	7.862564788
Slc39a4	8.368679518	9.031715238	9.760804082	14.611172
Acss2	11.88442337	12.57947667	8.760419766	10.03521764
Hspa4l	13.70851128	16.06668069	10.34599146	12.26946128
Shpk	5.715976559	5.377739977	6.998278119	7.631676404
Mgat4a	86.40243105	103.1071093	105.200664	142.4192154
Flnb	38.2662335	38.66617099	46.85074227	47.01339626
Gm5617	9.195958784	5.575108955	5.241573615	4.80321371
H2-Q5	14.64158669	15.53015152	20.62039409	18.00093576
Hectd1	125.8010366	133.9917161	159.3439021	155.6325482
Kctd21	7.578960565	7.537050191	5.311060634	6.117745112
Msmo1	39.72567973	40.30815936	34.55924991	29.96071192
Slc11a2	18.18907157	15.57326999	13.44502004	12.70214289
Slc39a10	40.33610853	36.20206281	32.58192639	28.82003136
Tmem241	15.70334502	13.21404264	19.21285484	18.06343048
Fndc3a	69.59925701	92.53966685	45.12953474	68.26148997
Slc35d2	19.22617679	15.20000613	21.9629509	22.56476737
Cep97	12.22701217	13.3428967	16	16.67945217
Itgal	264.6606685	278.0113552	313.8649242	352.6272119
Pank2	47.17661495	47.11125959	60.29640153	55.06256836
Mesdc2	67.69606167	66.71780869	51.09109673	58.60695593
Tmem50b	61.0111069	65.11870029	84.33151691	71.01244621
Nln	29.44600482	29.81569374	25.68759644	21.28846466
Hexb	233.6167651	231.6816545	160.5634822	207.6485518
Pxdc1	78.8478767	69.79249489	65.75369212	52.02019853
Rap1b	606.7674987	614.8113549	504.6012605	500.0747668
Aagab	81.28966288	74.8536105	60.25462173	67.78997342
Slc43a3	48.36863771	50.91433496	44.32350298	31.6909719
Nfkbiz	11.50349226	14.34026719	10.96626244	7.042072109
Ptpre	27.17107989	30.14820076	37.03968694	34.01266158
6-Mar	155.9565138	185.5931946	127.3804444	146.2203196
Sos1	27.6651914	34.7273399	37.4787258	41.87449829
Grk6	331.990926	333.6056702	402.822372	405.0622982
Kmt2b	47.53769346	50.00498433	61.05341124	57.84017451
Ssr2	153.064934	173.7657574	139.0056776	127.3804444
Trim41	31.27634453	26.98339553	24.45402433	21.67559964
Ighv1-20	6.164568867	4.914347922	25.8662678	6.117745112
Slc41a3	8.987999224	8.299359493	7.310651602	5.43017992
Ttk	7.610546211	8.168097006	6.652976787	4.969153127
Gpr18	12.64066099	12.01695942	15.65986641	15.72512958
Itm2a	8.299359493	7.003130638	8.55044793	13.45434264
Pik3cd	244.7220013	247.2797002	292.6434139	304.4370214
Zer1	47.04599476	46.98082035	55.7538683	58.68825877
2310045N01Rik	28.86001211	30.21095741	36.93713336	35.50622311
Tkt	421.9709875	409.0121812	362.289705	311.6969008
Pole	24.89872565	23.53930793	43.9259018	26.11849748
Sema6b	5.098242509	4.016670173	5.897076869	6.448662652
Tor1a	50.3877105	51.44646341	41.64293937	42.04901207
Usp34	77.38596325	85.33111533	104.9821326	93.05424111
Cbx4	15.35886818	14.27085631	18.34099497	19.17294434
Slc25a33	12.09215943	14.93887912	9.897059829	10.6589986
Arl5c	90.57242626	76.32056783	66.81036335	69.35846188
Ppp1r14b	45.56960626	47.96798726	39.56080835	36.91153936
Ighv1-76	32.31204152	24.96785537	34.34432916	108.2332528
Sigmar1	7.336032346	8.932103696	6.413002635	5.79175269
Snx15	24.72673759	22.6117383	19.93179865	17.47232873
Foxk1	98.29185726	94.15723173	115.200247	115.7605603
Herc1	60.67372577	66.76406999	80.39311239	74.23357789
Rdh12	32.37930243	32.96812652	35.114622	57.96057491
Slc27a1	9.126109727	7.300523908	10.4468783	11.28238368
P4hb	574.435062	590.5846298	472.1167964	486.7374598
Mrpl42	52.6733021	56.21954997	46.98082035	41.52764054
Pbx2	50.07435403	50.3179067	41.99076015	40.53229612
Vars	400.5948322	340.1435684	453.1987275	461.4402369
Zadh2	49.7284652	41.26938402	56.2585319	56.76776353
Mmaa	6.921093525	6.969233537	5.58671413	4.969153127
Wipf1	372.7333245	369.1337911	477.3818811	429.3469104
Ctu1	14.94923755	14.21162873	11.55143356	11.3137085
Usp28	17.39981425	16.5298302	23.96737495	19.57580866
Usp36	49.52207979	50.56264396	63.03145235	58.60695593
Ppp5c	55.40714019	56.88593159	48.73883967	42.66555767
Aldh16a1	61.5633571	55.79252733	50.45761114	44.7867477
Slc20a2	38.00190931	29.04061297	27.37904082	24.70960426
Galnt11	38.00190931	35.70365831	43.23117071	47.07861587
Slc41a1	38.69298163	42.22425314	47.24206098	52.23699495
Tfe3	42.01987601	46.30191635	38.37247724	32.49171523
Ets1	627.2948899	667.6739765	804.5286571	772.2905993
Ticam1	46.49488159	51.48213574	58.32328196	61.43547271
Dnajb11	191.2081225	209.6733947	166.8028351	163.5967185
Trim5	9.195958784	6.671448351	10.68859263	10.72570073
Tubgcp5	25.21132435	23.57196297	30.00227509	30.06472797
Lrrc40	40.70121622	38.69298163	50.3179067	46.68865102
